Entry	Gene Name	TCDB
Q8NG80	OR2L5	Unknown
Q8NG81	OR2M7	Unknown
Q8NG83	OR2M3	Unknown
Q8NG84	OR2AK2	Unknown
Q8NG85	OR2L3	Unknown
Q8NG92	OR13H1	Unknown
Q8NG94	OR11H1	Unknown
Q8NG95	OR7G3	Unknown
Q8NG97	OR2Z1	Unknown
Q8NG99	OR7G2	Unknown
Q8NGA1	OR1M1	Unknown
Q8NGA2	OR7A2P	Unknown
Q8NGA5	OR10H4	Unknown
Q8NGA6	OR10H5	Unknown
Q8NGA8	OR4F17	Unknown
Q8NGB2	OR4C5	Unknown
Q8NGB4	OR4S1	Unknown
Q8NGB6	OR4M2	Unknown
Q8NGB8	OR4F15	Unknown
Q8NGB9	OR4F6	Unknown
Q8NGC0	OR5AU1	Unknown
Q8NGC1	OR11G2	Unknown
Q8NGC2	OR4E2	Unknown
Q8NGC3	OR10G2	Unknown
Q8NGC4	OR10G3	Unknown
Q8NGC5	OR6J1	Unknown
Q8NGC6	OR4K17	Unknown
Q8NGC7	OR11H6	Unknown
Q8NGC9	OR11H4	Unknown
Q8NGD1	OR4N2	Unknown
Q8NGD2	OR4K2	Unknown
Q8NGD3	OR4K5	Unknown
Q8NGD4	OR4K1	Unknown
Q8NGD5	OR4K14	Unknown
Q8NGE0	OR10AD1	Unknown
Q8NGE1	OR6C4	Unknown
Q8NGE2	OR2AP1	Unknown
Q8NGE5	OR10A7	Unknown
Q8NGE7	OR9K2	Unknown
Q8NGE8	OR4D9	Unknown
Q8NGE9	OR9Q2	Unknown
Q8NGF0	OR52B6	Unknown
Q8NGF1	OR52R1	Unknown
Q8NGF3	OR51D1	Unknown
Q8NGF4	OR5AP2	Unknown
Q8NGF6	OR10W1	Unknown
Q8NGF7	OR5B17	Unknown
Q8NGF8	OR4B1	Unknown
Q8NGF9	OR4X2	Unknown
Q8NGG0	OR8J3	Unknown
Q8NGG1	OR8J2	Unknown
Q8NGG3	OR5T3	Unknown
Q8NGG4	OR8H1	Unknown
Q8NGG5	OR8K1	Unknown
Q8NGG6	OR8B12	Unknown
Q8NGG7	OR8A1	Unknown
Q8NGG8	OR8B3	Unknown
Q8NGH3	OR2D3	Unknown
Q8NGH5	OR56A1	Unknown
Q8NGH6	OR52L2P	Unknown
Q8NGH8	OR56A4	Unknown
Q8NGH9	OR52E4	Unknown
Q8NGI0	OR52N2	Unknown
Q8NGI1	OR56B2	Unknown
Q8NGI3	OR56B1	Unknown
Q8NGI4	OR4D11	Unknown
Q8NGI6	OR4D10	Unknown
Q8NGI7	OR10V1	Unknown
Q8NGI9	OR5A2	Unknown
Q8NGJ0	OR5A1	Unknown
Q8NGJ1	OR4D6	Unknown
Q8NGJ2	OR52H1	Unknown
Q8NGJ3	OR52E1	Unknown
Q8NGJ4	OR52E2	Unknown
Q8NGJ5	OR51L1	Unknown
Q8NGJ6	OR51A4	Unknown
Q8NGJ7	OR51A2	Unknown
Q8NGJ8	OR51S1	Unknown
Q8NGJ9	OR51T1	Unknown
Q8NGK0	OR51G2	Unknown
Q8NGK1	OR51G1	Unknown
Q8NGK3	OR52K2	Unknown
Q8NGK4	OR52K1	Unknown
Q8NGK5	OR52M1	Unknown
Q8NGK6	OR52I1	Unknown
Q8NGK9	OR5D16	Unknown
Q8NGL0	OR5L2	Unknown
Q8NGL1	OR5D18	Unknown
Q8NGL2	OR5L1	Unknown
Q8NGL3	OR5D14	Unknown
Q8NGL4	OR5D13	Unknown
Q8NGL6	OR4A15	Unknown
Q8NGL7	OR4P4	Unknown
Q8NGL9	OR4C16	Unknown
Q8NGM1	OR4C15	Unknown
Q8NGM8	OR6M1	Unknown
Q8NGN0	OR4D5	Unknown
Q8NGN1	OR6T1	Unknown
Q8NGN2	OR10S1	Unknown
Q8NGN4	OR10G9	Unknown
Q8NGN5	OR10G8	Unknown
Q8NGN6	OR10G7	Unknown
Q8NGN7	OR10D4P	Unknown
Q8NGN8	OR4A4P	Unknown
Q8NGP0	OR4C13	Unknown
Q8NGP2	OR8J1	Unknown
Q8NGP3	OR5M9	Unknown
Q8NGP4	OR5M3	Unknown
Q8NGP6	OR5M8	Unknown
Q8NGP8	OR5M1	Unknown
Q8NGP9	OR5AR1	Unknown
Q8NGQ2	OR6Q1	Unknown
Q8NGQ3	OR1S2	Unknown
Q8NGQ4	OR10Q1	Unknown
Q8NGQ5	OR9Q1	Unknown
Q8NGQ6	OR9I1	Unknown
Q8NGR1	OR13A1	Unknown
Q8NGR3	OR1K1	Unknown
Q8NGR4	OR5C1	Unknown
Q8NGR5	OR1L4	Unknown
Q8NGR8	OR1L8	Unknown
Q8NGR9	OR1N2	Unknown
Q8NGS0	OR1N1	Unknown
Q8NGS1	OR1J4	Unknown
Q8NGS3	OR1J1	Unknown
Q8NGS4	OR13F1	Unknown
Q8NGS5	OR13C4	Unknown
Q8NGS6	OR13C3	Unknown
Q8NGS7	OR13C8	Unknown
Q8NGS9	OR13C2	Unknown
Q8NGT1	OR2K2	Unknown
Q8NGT2	OR13J1	Unknown
Q8NGT5	OR9A2	Unknown
Q8NGT7	OR2A12	Unknown
Q8NGT9	OR2A1;	Unknown
Q8NGU1	OR9A1P	Unknown
Q8NGU2	OR9A4	Unknown
Q8NGU4	OR2I1	Unknown
Q8NGU9	GPR150	Unknown
Q8NGV0	OR2Y1	Unknown
Q8NGV5	OR13D1	Unknown
Q8NGV7	OR5H2	Unknown
Q8NGX0	OR11L1	Unknown
Q8NGX1	OR2T34	Unknown
Q8NGX2	OR2T35	Unknown
Q8NGX5	OR10K1	Unknown
Q8NGX6	OR10R2	Unknown
Q8NGX8	OR6Y1	Unknown
Q8NGX9	OR6P1	Unknown
Q8NGY1	OR10Z1	Unknown
Q8NGY2	OR6K2	Unknown
Q8NGY5	OR6N1	Unknown
Q8NGY6	OR6N2	Unknown
Q8NGY7	OR10J6P	Unknown
Q8NGY9	OR2L8	Unknown
Q8NGZ0	OR2AJ1	Unknown
Q8NGZ2	OR14K1	Unknown
Q8NGZ3	OR13G1	Unknown
Q8NGZ4	OR2G3	Unknown
Q8NGZ5	OR2G2	Unknown
Q8NGZ6	OR6F1	Unknown
Q8NGZ9	OR2T10	Unknown
Q8NH00	OR2T4	Unknown
Q8NH01	OR2T11	Unknown
Q8NH02	OR2T29	Unknown
Q8NH03	OR2T3	Unknown
Q8NH04	OR2T27	Unknown
Q8NH05	OR4Q3	Unknown
Q8NH06	OR1P1	Unknown
Q8NH07	OR11H2	Unknown
Q8NH08	OR10AC1	Unknown
Q8NH09	OR8S1	Unknown
Q8NH10	OR8U1	Unknown
Q8NH16	OR2L2	Unknown
Q8NH18	OR5J2	Unknown
Q8NH37	OR4C3	Unknown
Q8NH40	OR6S1	Unknown
Q8NH41	OR4K15	Unknown
Q8NH42	OR4K13	Unknown
Q8NH49	OR4X1	Unknown
Q8NH50	OR8K5	Unknown
Q8NH51	OR8K3	Unknown
Q8NH53	OR52N1	Unknown
Q8NH54	OR56A3	Unknown
Q8NH55	OR52E5	Unknown
Q8NH56	OR52N5	Unknown
Q8NH57	OR52P1	Unknown
Q8NH60	OR52J3	Unknown
Q8NH61	OR51F2	Unknown
Q8NH63	OR51H1	Unknown
Q8NH64	OR51A7	Unknown
Q8NH67	OR52I2	Unknown
Q8NH70	OR4A16	Unknown
Q8NH72	OR4C6	Unknown
Q8NH73	OR4S2	Unknown
Q8NH74	OR10A6	Unknown
Q8NH76	OR56B4	Unknown
Q8NH79	OR6X1	Unknown
Q8NH80	OR10D3	Unknown
Q8NH81	OR10G6	Unknown
Q8NH83	OR4A5	Unknown
Q8NH89	OR5AK3P	Unknown
Q8NH90	OR5AK2	Unknown
Q8NH93	OR1L3	Unknown
Q8NH95	OR13C6P	Unknown
Q8NHA4	OR2AE1	Unknown
Q8NHA6	OR2W6P	Unknown
Q8NHA8	OR1F12P	Unknown
Q8NHB1	OR2V1	Unknown
Q8NHB7	OR5K1	Unknown
Q8NHB8	OR5K2	Unknown
Q8NHC5	OR14A16	Unknown
Q8NHC6	OR14L1	Unknown
Q8NHC7	OR14C36	Unknown
Q8NHR9	PFN4	Unknown
Q8NHS2	GOT1L1	Unknown
Q8NHS4	CLHC1	Unknown
Q8NHU0	CT45A3	Unknown
Q8NHW5	RPLP0P6	Unknown
Q8NHW6	OTOS	Unknown
Q8NHY5	HUS1B	Unknown
Q8TA94	ZNF563	Unknown
Q8TAA1	RNASE11	Unknown
Q8TAI1	TYMSOS	Unknown
Q8TAV0	FAM76A	Unknown
Q8TAV5	KCNJ5-AS1	Unknown
Q8TAW3	ZNF671	Unknown
Q8TAY7	FAM110D	Unknown
Q8TB22	SPATA20	Unknown
Q8TB69	ZNF519	Unknown
Q8TBR7	TLCD3A	Unknown
Q8TC17	GRAPL	Unknown
Q8TCB0	IFI44	Unknown
Q8TCN5	ZNF507	Unknown
Q8TD55	PLEKHO2	Unknown
Q8TD86	CALML6	Unknown
Q8TDU5	VN1R17P	Unknown
Q8TE96	DQX1	Unknown
Q8TEE9	SAP25	Unknown
Q8TEQ0	SNX29	3.A.34.1.1;
Q8TF08	COX7B2	3.D.4.11.1;
Q8TF20	ZNF721	Unknown
Q8TF27	AGAP11	Unknown
Q8TF32	ZNF431	Unknown
Q8TF44	C2CD4C	Unknown
Q8TF61	FBXO41	Unknown
Q8WTP9	XAGE3	Unknown
Q8WTR8	NTN5	Unknown
Q8WTU2	SSC4D	Unknown
Q8WU76	SCFD2	Unknown
Q8WUD4	CCDC12	Unknown
Q8WUH6	TMEM263	8.A.101.1.1;
Q8WUR7	C15orf40	Unknown
Q8WUS8	SDR42E1	Unknown
Q8WUT9	SLC25A43	2.A.29.23.7;
Q8WUY9	DEPDC1B	Unknown
Q8WV15	TMEM255B	9.B.200.1.2;
Q8WV83	SLC35F5	2.A.7.24.6;
Q8WVC6	DCAKD	Unknown
Q8WVE6	TMEM171	Unknown
Q8WVF2	UCMA	Unknown
Q8WVI7	PPP1R1C	Unknown
Q8WW18	C17orf50	Unknown
Q8WW32	HMGB4	Unknown
Q8WW33	GTSF1	Unknown
Q8WW36	ZCCHC13	Unknown
Q8WW52	FAM151A	Unknown
Q8WW62	TMED6	Unknown
Q8WWA1	TMEM40	Unknown
Q8WWU7	ITLN2	Unknown
Q8WWX0	ASB5	Unknown
Q8WX39	LCN9	Unknown
Q8WXE0	CASKIN2	Unknown
Q8WXF5	CRYGN	Unknown
Q8WXJ9	ASB17	Unknown
Q8WXT5	FOXD4L4	Unknown
Q8WYK1	CNTNAP5	Unknown
Q8WZ33	MAFIP	Unknown
Q8WZ71	TMEM158	Unknown
Q8WZ92	OR5P2	Unknown
Q8WZA0	LZIC	Unknown
Q92527	ANKRD7	Unknown
Q92576	PHF3	Unknown
Q92670	ZNF75CP	Unknown
Q93083	MT1L	Unknown
Q969E1	LEAP2	Unknown
Q969M1	TOMM40L	Unknown
Q969W3	VCF1	Unknown
Q969Y0	NXPE3	Unknown
Q96AB3	ISOC2	Unknown
Q96AQ9	FAM131C	Unknown
Q96B33	CLDN23	1.H.1.1.4;
Q96BJ8	ELMO3	Unknown
Q96BM0	IFI27L1	Unknown
Q96BQ5	CCDC127	Unknown
Q96BX8	MOB3A	Unknown
Q96C34	RUNDC1	Unknown
Q96C57	CUSTOS	Unknown
Q96C90	PPP1R14B	Unknown
Q96CD0	FBXL8	Unknown
Q96CS4	ZNF689	Unknown
Q96CT2	KLHL29	Unknown
Q96DC7	TMCO6	Unknown
Q96DD0	LRRC39	Unknown
Q96DL1	NXPE2	Unknown
Q96DS6	MS4A6E	Unknown
Q96DY2	DRC10	Unknown
Q96E16	SMIM19	Unknown
Q96E39	RBMXL1	Unknown
Q96E66	LRRC51	Unknown
Q96EH5	RPL39L	Unknown
Q96EI5	TCEAL4	Unknown
Q96EK2	PHF21B	Unknown
Q96EL2	MRPS24	Unknown
Q96ES6	SLC33A2	Unknown
Q96ET8	TVP23C	Unknown
Q96EZ4	MYEOV	Unknown
Q96F63	CCDC97	Unknown
Q96FB5	METTL25B	Unknown
Q96FV0	LRRC46	Unknown
Q96G27	WBP1	Unknown
Q96GE5	ZNF799	Unknown
Q96GT9	XAGE2	Unknown
Q96GU1	PAGE5	Unknown
Q96H12	MSANTD3	Unknown
Q96H40	ZNF486	Unknown
Q96H79	ZC3HAV1L	Unknown
Q96HA4	C1orf159	Unknown
Q96HP4	OXNAD1	Unknown
Q96HV5	TMEM41A	9.B.27.1.9;
Q96IC2	REXO5	Unknown
Q96IM9	DYDC2	Unknown
Q96JF6	ZNF594	Unknown
Q96JM4	LRRIQ1	Unknown
Q96K17	BTF3L4	Unknown
Q96K37	SLC35E1	2.A.7.9.9;
Q96K75	ZNF514	Unknown
Q96KC9	CABS1	Unknown
Q96KD3	GARIN1B	Unknown
Q96KF2	PRAC1	Unknown
Q96KJ4	MSLNL	Unknown
Q96KT7	SLC35G5	2.A.7.28.5;
Q96KV6	BTN2A3P	Unknown
Q96KW9	SPACA7	Unknown
Q96L03	SPATA17	Unknown
Q96L11	LLCFC1	Unknown
Q96LB0	MRGPRX3	Unknown
Q96LK8	SPATA32	Unknown
Q96LQ0	PPP1R36	Unknown
Q96LT6	C1orf74	Unknown
Q96LU5	IMMP1L	Unknown
Q96LW1	ZNF354B	Unknown
Q96M20	CNBD2	Unknown
Q96M34	TEX55	Unknown
Q96M43	NBPF4	Unknown
Q96M53	TBATA	Unknown
Q96M93	ADAD1	Unknown
Q96MC5	BMERB1	Unknown
Q96MF6	COQ10A	Unknown
Q96MK2	RIPOR3	Unknown
Q96MN5	TCEANC2	Unknown
Q96MR9	ZNF560	Unknown
Q96MS3	GLT1D1	Unknown
Q96MU6	ZNF778	Unknown
Q96MW1	CCDC43	Unknown
Q96MY1	NOL4L	Unknown
Q96N20	ZNF75A	Unknown
Q96N22	ZNF681	Unknown
Q96N46	TTC14	Unknown
Q96NA8	TSNARE1	Unknown
Q96ND8	ZNF583	Unknown
Q96NG8	ZNF582	Unknown
Q96NI8	ZNF570	Unknown
Q96NJ3	ZNF285	Unknown
Q96NJ5	KLHL32	Unknown
Q96NJ6	ZFP3	Unknown
Q96NS1	YPEL4	Unknown
Q96NS5	ASB16	Unknown
Q96NT1	NAP1L5	Unknown
Q96P64	AGAP4	Unknown
Q96P67	GPR82	Unknown
Q96P88	GNRHR2	Unknown
Q96PG2	MS4A10	1.A.37.2.1;
Q96PI1	SPRR4	Unknown
Q96PT3	DUX5	Unknown
Q96PT4	DUX3	Unknown
Q96PX6	CCDC85A	Unknown
Q96QA6	YPEL2	Unknown
Q96QD5	DEPDC7	Unknown
Q96QE4	LRRC37B	8.A.43.1.43;
Q96QH8	SPACA5	Unknown
Q96QK8	SMIM14	Unknown
Q96R05	RBP7	Unknown
Q96R08	OR5B12	Unknown
Q96R09	OR5B2	Unknown
Q96R27	OR2M4	Unknown
Q96R28	OR2M2	Unknown
Q96R30	OR2V2	Unknown
Q96R45	OR2A7	Unknown
Q96R47	OR2A14	Unknown
Q96R54	OR14A2	Unknown
Q96R67	OR4C12	Unknown
Q96R69	OR4F4	Unknown
Q96R72	OR4K3	Unknown
Q96R84	OR1F2P	Unknown
Q96RB7	OR5M11	Unknown
Q96RC9	OR8B4	Unknown
Q96RD0	OR8B2	Unknown
Q96RD1	OR6C1	Unknown
Q96RD2	OR52B2	Unknown
Q96RD3	OR52E6	Unknown
Q96RM1	SPRR2F	Unknown
Q96RT6	CTAGE1	Unknown
Q96S19	METTL26	Unknown
Q96S86	HAPLN3	Unknown
Q96S95	CAMK2N2	Unknown
Q96SF2	CCT8L2	Unknown
Q96SL8	FIZ1	Unknown
Q96T25	ZIC5	Unknown
Q96T75	DSCR8	Unknown
Q96TA0	PCDHB18P	Unknown
Q99463	NPY6R	Unknown
Q99470	SDF2	Unknown
Q99603	TRGV9	Unknown
Q99676	ZNF184	Unknown
Q99679	GPR21	Unknown
Q99680	GPR22	Unknown
Q9BPW4	APOL4	Unknown
Q9BQ13	KCTD14	Unknown
Q9BQ48	MRPL34	Unknown
Q9BQ75	CMSS1	Unknown
Q9BQD1	PMCHL2	Unknown
Q9BQE6	LBHD1	Unknown
Q9BQP9	BPIFA3	Unknown
Q9BQS6	HSPB9	Unknown
Q9BQY6	WFDC6	Unknown
Q9BR09	NEURL2	Unknown
Q9BR10	SPATA25	Unknown
Q9BR26	OCSTAMP	1.N.1.1.1;
Q9BR77	CCDC77	Unknown
Q9BRH9	ZNF251	Unknown
Q9BRP7	FDXACB1	Unknown
Q9BSC4	NOL10	Unknown
Q9BSG5	RTBDN	9.B.92.2.1;
Q9BSJ1	TRIM51	Unknown
Q9BSK0	MARVELD1	Unknown
Q9BSY4	CHCHD5	Unknown
Q9BTE0	NAT9	Unknown
Q9BTV7	CABLES2	Unknown
Q9BTY7	HGH1	Unknown
Q9BUA6	MYL10	Unknown
Q9BUJ0	ABHD14A	Unknown
Q9BV87	CNPPD1	Unknown
Q9BV97	ZNF747	Unknown
Q9BVM2	DPCD	Unknown
Q9BVV8	FAM174C	Unknown
Q9BW72	HIGD2A	8.A.112.1.5;
Q9BWD3	RTL8A	Unknown
Q9BWM5	ZNF416	Unknown
Q9BWT6	MND1	Unknown
Q9BWV2	SPATA9	Unknown
Q9BWW9	APOL5	Unknown
Q9BX51	GGTLC1	Unknown
Q9BX69	CARD6	Unknown
Q9BX73	TM2D2	Unknown
Q9BXJ2	C1QTNF7	Unknown
Q9BXM9	FSD1L	Unknown
Q9BXN6	SPANXD	Unknown
Q9BXU8	FTHL17	Unknown
Q9BXW7	HDHD5	Unknown
Q9BXX2	ANKRD30B	Unknown
Q9BXX3	ANKRD30A	Unknown
Q9BXY0	MAK16	Unknown
Q9BXY5	CAPS2	Unknown
Q9BY19	MS4A8	Unknown
Q9BY31	ZNF717	Unknown
Q9BY60	GABARAPL3	Unknown
Q9BY71	LRRC3	Unknown
Q9BY89	KIAA1671	Unknown
Q9BYD9	ACTRT3	Unknown
Q9BYE4	SPRR2G	Unknown
Q9BYG7	MRO	Unknown
Q9BYJ0	FGFBP2	Unknown
Q9BYT5	KRTAP2-2	Unknown
Q9BYU5	KRTAP2-1	Unknown
Q9BZE3	BARHL1	Unknown
Q9BZK3	NACA4P	Unknown
Q9BZW5	TM6SF1	8.A.93.2.4;
Q9C010	PKIB	Unknown
Q9C0B7	TANGO6	Unknown
Q9C0B9	ZCCHC2	Unknown
Q9C0D4	ZNF518B	Unknown
Q9C0I3	CCSER1	Unknown
Q9C0I9	LRRC27	Unknown
Q9C0K3	ACTR3C	Unknown
Q9GIP4	SLC7A5P2	Unknown
Q9GZK3	OR2B2	Unknown
Q9GZK7	OR11A1	Unknown
Q9GZM3	POLR2J2	Unknown
Q9GZN6	SLC6A16	2.A.22.6.5;
Q9GZN8	ADISSP	Unknown
Q9GZP8	IMUP	Unknown
Q9GZU3	TMEM39B	Unknown
Q9GZW5	SCAND2P	Unknown
Q9GZY1	PBOV1	Unknown
Q9H0K4	RSPH6A	Unknown
Q9H0M5	ZNF700	Unknown
Q9H0R4	HDHD2	Unknown
Q9H106	SIRPD	Unknown
Q9H114	CSTL1	Unknown
Q9H195	MUC3B	Unknown
Q9H1C3	GLT8D2	Unknown
Q9H1C7	CYSTM1	Unknown
Q9H1H1	GTSF1L	Unknown
Q9H1K6	TLNRD1	Unknown
Q9H1M0	NUP62CL	Unknown
Q9H1M3	DEFB129	Unknown
Q9H1Q7	PCED1A	Unknown
Q9H1Z4	WDR13	Unknown
Q9H2C5	OR52A5	Unknown
Q9H2I8	LRMDA	Unknown
Q9H2Z4	NKX2-4	Unknown
Q9H321	VCX3B	Unknown
Q9H322	VCX2	Unknown
Q9H343	OR51I1	Unknown
Q9H344	OR51I2	Unknown
Q9H346	OR52D1	Unknown
Q9H3H9	TCEAL2	Unknown
Q9H3V2	MS4A5	Unknown
Q9H3W5	LRRN3	Unknown
Q9H3Y0	R3HDML	Unknown
Q9H3Y8	PPDPF	Unknown
Q9H425	C1orf198	Unknown
Q9H4I0	RAD21L1	Unknown
Q9H5J0	ZBTB3	Unknown
Q9H628	RERGL	Unknown
Q9H6B1	ZNF385D	Unknown
Q9H6Y5	MAGIX	Unknown
Q9H7J1	PPP1R3E	Unknown
Q9H7L2	KIR3DX1	Unknown
Q9H7X2	C1orf115	Unknown
Q9H7Y0	DIPK2B	Unknown
Q9H819	DNAJC18	Unknown
Q9H841	NIPAL2	2.A.7.25.10;
Q9H853	TUBA4B	Unknown
Q9H8G1	ZNF430	Unknown
Q9H8G2	CAAP1	Unknown
Q9H8M1	COQ10B	Unknown
Q9H8S5	CCNP	Unknown
Q9H8U3	ZFAND3	Unknown
Q9H939	PSTPIP2	Unknown
Q9H963	ZNF702P	Unknown
Q9H972	C14orf93	Unknown
Q9H9S3	SEC61A2	3.A.5.9.1;
Q9H9S4	CAB39L	Unknown
Q9HA90	EFCC1	Unknown
Q9HAH1	ZNF556	Unknown
Q9HB31	SEBOX	Unknown
Q9HBF5	ST20	Unknown
Q9HBJ0	PLAC1	Unknown
Q9HBL6	LRTM1	Unknown
Q9HBL7	PLGRKT	Unknown
Q9HBT7	ZNF287	Unknown
Q9HC44	GPBP1L1	Unknown
Q9HC57	WFDC1	Unknown
Q9HCE3	ZNF532	Unknown
Q9HCJ3	RAVER2	Unknown
Q9HCJ5	ZSWIM6	Unknown
Q9HCK1	ZDBF2	Unknown
Q9HCL3	ZFP14	Unknown
Q9HCM7	FBRSL1	Unknown
Q9HCS5	EPB41L4A	Unknown
Q9HCZ1	ZNF334	Unknown
Q9HD45	TM9SF3	Unknown
Q9HDB8	ERVK-5	Unknown
Q9NNX9	VCX3A	Unknown
Q9NNZ3	DNAJC4	Unknown
Q9NNZ6	PRM3	Unknown
Q9NQ35	NRIP3	Unknown
Q9NQF3	SERHL	Unknown
Q9NRC9	OTOR	Unknown
Q9NRD0	FBXO8	Unknown
Q9NRP2	CMC2	Unknown
Q9NS67	GPR27	Unknown
Q9NS85	CA10	Unknown
Q9NSJ1	ZNF355P	Unknown
Q9NSY2	STARD5	Unknown
Q9NU23	LYRM2	Unknown
Q9NUG4	CCM2L	Unknown
Q9NUZ1	ACOXL	Unknown
Q9NVA4	TMEM184C	Unknown
Q9NVE4	CCDC87	Unknown
Q9NVM1	EVA1B	Unknown
Q9NVM6	DNAJC17	Unknown
Q9NVR0	KLHL11	Unknown
Q9NW07	ZNF358	Unknown
Q9NW61	PLEKHJ1	Unknown
Q9NW82	WDR70	Unknown
Q9NWL6	ASNSD1	Unknown
Q9NX00	TMEM160	8.A.184.1.1;
Q9NX05	FAM120C	Unknown
Q9NX31	OSER1	Unknown
Q9NX77	ERVK13-1	Unknown
Q9NXD2	MTMR10	Unknown
Q9NXH8	TOR4A	Unknown
Q9NXJ0	MS4A12	Unknown
Q9NXP7	GIN1	Unknown
Q9NXS3	KLHL28	Unknown
Q9NXT0	ZNF586	Unknown
Q9NXU5	ARL15	Unknown
Q9NXZ1	SAGE1	Unknown
Q9NY87	SPANXC	Unknown
Q9NYF3	FAM53C	Unknown
Q9NYS7	WSB2	Unknown
Q9NYT0	PLEK2	Unknown
Q9NYT6	ZNF226	Unknown
Q9NZF1	PLAC8	Unknown
Q9NZH4	PTTG3P	Unknown
Q9NZP0	OR6C3	Unknown
Q9NZP2	OR6C2	Unknown
Q9NZP5	OR5AC2	Unknown
Q9P016	THYN1	Unknown
Q9P1A2	PPP4R1L	Unknown
Q9P1P4	TAAR3P	Unknown
Q9P1P5	TAAR2	Unknown
Q9P1Q5	OR1A1	Unknown
Q9P1V8	SAMD15	Unknown
Q9P1Z9	CCDC180	Unknown
Q9P215	POGK	Unknown
Q9P255	ZNF492	Unknown
Q9P281	BAHCC1	Unknown
Q9P2B7	CFAP97	Unknown
Q9P2C4	TMEM181	8.A.56.1.5;
Q9P2D6	FAM135A	Unknown
Q9P2F5	STOX2	Unknown
Q9P2S6	ANKMY1	Unknown
Q9P2Z0	THAP10	Unknown
Q9UBI9	HECA	Unknown
Q9UC06	ZNF70	Unknown
Q9UD57	NKX1-2	Unknown
Q9UDX4	SEC14L3	Unknown
Q9UF02	CACNG5	Unknown
Q9UF47	DNAJC5B	Unknown
Q9UFN0	NIPSNAP3A	Unknown
Q9UG63	ABCF2	3.A.1.121.11;
Q9UGF5	OR14J1	Unknown
Q9UGF6	OR5V1	Unknown
Q9UGF7	OR12D3	Unknown
Q9UGV2	NDRG3	Unknown
Q9UH36	SRRD	Unknown
Q9UIG5	PSORS1C1	Unknown
Q9UJ72	ANXA10	Unknown
Q9UJC5	SH3BGRL2	Unknown
Q9UJH8	METRN	Unknown
Q9UJJ7	RPUSD1	Unknown
Q9UJN7	ZNF391	Unknown
Q9UJT0	TUBE1	Unknown
Q9UK10	ZNF225	Unknown
Q9UK28	TMEM59L	8.A.84.1.1;
Q9UKI3	VPREB3	Unknown
Q9UKQ9	KLK9	Unknown
Q9UKY7	CDV3	Unknown
Q9UL59	ZNF214	Unknown
Q9ULD9	ZNF608	Unknown
Q9ULL0	KIAA1210	Unknown
Q9ULM0	PLEKHH1	Unknown
Q9UMS5	PHTF1	1.A.152.1.2;
Q9UND3	NPIPA1	1.I.1.1.3;
Q9UNX3	RPL26L1	Unknown
Q9UPR6	ZFR2	Unknown
Q9UQ74	PSG8	Unknown
Q9XRX5	ANKRD13C-DT	Unknown
Q9Y225	RNF24	Unknown
Q9Y236	OSGIN2	Unknown
Q9Y242	TCF19	Unknown
Q9Y247	FAM50B	Unknown
Q9Y291	MRPS33	Unknown
Q9Y2E4	DIP2C	Unknown
Q9Y2F9	BTBD3	Unknown
Q9Y2G7	ZFP30	Unknown
Q9Y2H5	PLEKHA6	Unknown
Q9Y2K5	R3HDM2	Unknown
Q9Y2L8	ZKSCAN5	Unknown
Q9Y2P0	ZNF835	Unknown
Q9Y2R5	MRPS17	Unknown
Q9Y2S6	TMA7	Unknown
Q9Y312	AAR2	Unknown
Q9Y343	SNX24	3.A.34.1.1;
Q9Y3B1	PRELID3B	Unknown
Q9Y3B9	RRP15	Unknown
Q9Y3C1	NOP16	Unknown
Q9Y3D5	MRPS18C	Unknown
Q9Y3M9	ZNF337	Unknown
Q9Y3N9	OR2W1	Unknown
Q9Y3P4	RHBDD3	Unknown
Q9Y3T6	R3HCC1	Unknown
Q9Y3X0	CCDC9	Unknown
Q9Y485	DMXL1	8.A.92.1.18;
Q9Y4A0	JRKL	Unknown
Q9Y4A9	OR10H1	Unknown
Q9Y4E6	WDR7	Unknown
Q9Y4F5	CEP170B	Unknown
Q9Y519	TMEM184B	2.A.82.1.3;
Q9Y534	CSDC2	Unknown
Q9Y536	PPIAL4A	Unknown
Q9Y581	INSL6	Unknown
Q9Y5P0	OR51B4	Unknown
Q9Y5P2	CSAG2	Unknown
Q9Y5Y3	GPR45	Unknown
Q9Y605	MRFAP1	Unknown
Q9Y614	ACTL7B	Unknown
Q9Y693	LHFPL6	1.A.82.1.6;
Q9Y6F7	CDY2A	Unknown
Q9Y6R6	ZNF780B	Unknown
Q9Y6U7	RNF215	Unknown
Q9Y6X4	FAM169A	Unknown
A0A024R1R8	TMA7B	Unknown
A0A075B6S0	TRGJ1	Unknown
A0A075B6Y3	TRAJ3	Unknown
A0A075B6Y9	TRAJ42	Unknown
A0A075B700	TRAJ31	Unknown
A0A075B706	TRDJ1	Unknown
A0A075B759	PPIAL4E	Unknown
A0A087WTH1	TMEM265	Unknown
A0A087WUL8	NBPF19	Unknown
A0A087WWS6	IFNA13	Unknown
A0A087WXS9	TBC1D3I	Unknown
A0A087X1G2	TBC1D3K	Unknown
A0A096LNP1	DEFB131B	Unknown
A0A096LP49	CCDC187	Unknown
A0A096LPK9	OR4N4C	Unknown
A0A0A0MT70	TRBJ2-6	Unknown
